LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (-1427.66 0 0) to (9996.49 285.532 285.532)
  160 by 2 by 4 MPI processor grid
  reading atoms ...
  60020000 atoms
  read_data CPU = 45.4996 secs
20000 atoms in group source
20000 atoms in group detector
10000 atoms in group edge
10000 atoms in group edge_buf
19980000 atoms in group buffer
WARNING: Using 'neigh_modify every 1 delay 0 check yes' setting during minimization (../min.cpp:190)
Neighbor list info ...
  update every 1 steps, delay 0 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.6
  ghost atom cutoff = 7.6
  binsize = 3.8, bins = 3007 76 76
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/alloy, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up cg style minimization ...
  Unit style    : metal
  Current step  : 0
Per MPI rank memory allocation (min/avg/max) = 16.04 | 41.37 | 50.17 Mbytes
Step Temp E_pair E_mol TotEng Press 
       0            0 -2.4725337e+08            0 -2.4725337e+08    40.637323 
       1            0 -2.4725344e+08            0 -2.4725344e+08    37.505449 
       2            0 -2.4725345e+08            0 -2.4725345e+08    36.475318 
       3            0 -2.4725345e+08            0 -2.4725345e+08    37.366585 
       4            0 -2.4725346e+08            0 -2.4725346e+08    37.789881 
       5            0 -2.4725347e+08            0 -2.4725347e+08    37.581987 
       6            0 -2.4725347e+08            0 -2.4725347e+08    37.758398 
       7            0 -2.4725347e+08            0 -2.4725347e+08    38.181789 
       8            0 -2.4725348e+08            0 -2.4725348e+08    38.541364 
       9            0 -2.4725349e+08            0 -2.4725349e+08    38.981229 
      10            0 -2.4725349e+08            0 -2.4725349e+08     39.37657 
      11            0 -2.4725349e+08            0 -2.4725349e+08    39.649402 
      12            0 -2.472535e+08            0 -2.472535e+08    39.918119 
      13            0 -2.472535e+08            0 -2.472535e+08    40.241665 
      14            0 -2.4725351e+08            0 -2.4725351e+08    40.500983 
      15            0 -2.4725351e+08            0 -2.4725351e+08      40.7982 
      16            0 -2.4725351e+08            0 -2.4725351e+08    41.195758 
      17            0 -2.4725352e+08            0 -2.4725352e+08    41.502532 
      18            0 -2.4725352e+08            0 -2.4725352e+08    41.748635 
      19            0 -2.4725353e+08            0 -2.4725353e+08    42.027765 
      20            0 -2.4725353e+08            0 -2.4725353e+08    42.296286 
      21            0 -2.4725353e+08            0 -2.4725353e+08    42.574568 
      22            0 -2.4725354e+08            0 -2.4725354e+08    42.953906 
      23            0 -2.4725354e+08            0 -2.4725354e+08    43.432676 
      24            0 -2.4725355e+08            0 -2.4725355e+08    43.952586 
      25            0 -2.4725355e+08            0 -2.4725355e+08    44.642612 
      26            0 -2.4725356e+08            0 -2.4725356e+08    45.726929 
      27            0 -2.4725358e+08            0 -2.4725358e+08    47.109802 
      28            0 -2.4725359e+08            0 -2.4725359e+08    48.395754 
      29            0 -2.472536e+08            0 -2.472536e+08    49.612211 
      30            0 -2.4725361e+08            0 -2.4725361e+08    50.861298 
      31            0 -2.4725362e+08            0 -2.4725362e+08    52.034144 
      32            0 -2.4725363e+08            0 -2.4725363e+08    53.320414 
      33            0 -2.4725364e+08            0 -2.4725364e+08    54.628899 
      34            0 -2.4725365e+08            0 -2.4725365e+08    55.688016 
      35            0 -2.4725367e+08            0 -2.4725367e+08    56.909202 
      36            0 -2.4725368e+08            0 -2.4725368e+08    57.983822 
      37            0 -2.4725369e+08            0 -2.4725369e+08    58.845853 
      38            0 -2.4725371e+08            0 -2.4725371e+08    59.669021 
      39            0 -2.4725372e+08            0 -2.4725372e+08    60.328345 
      40            0 -2.4725374e+08            0 -2.4725374e+08     60.94902 
      41            0 -2.4725375e+08            0 -2.4725375e+08    61.485087 
      42            0 -2.4725377e+08            0 -2.4725377e+08    61.991411 
      43            0 -2.4725379e+08            0 -2.4725379e+08    62.460351 
      44            0 -2.472538e+08            0 -2.472538e+08    62.891437 
      45            0 -2.4725382e+08            0 -2.4725382e+08    63.288781 
      46            0 -2.4725384e+08            0 -2.4725384e+08    63.632163 
      47            0 -2.4725385e+08            0 -2.4725385e+08    63.940276 
      48            0 -2.4725387e+08            0 -2.4725387e+08    64.292609 
      49            0 -2.4725389e+08            0 -2.4725389e+08    64.683268 
      50            0 -2.4725391e+08            0 -2.4725391e+08    65.095898 
      51            0 -2.4725393e+08            0 -2.4725393e+08    65.563229 
      52            0 -2.4725396e+08            0 -2.4725396e+08    66.034634 
      53            0 -2.4725398e+08            0 -2.4725398e+08    66.467938 
      54            0 -2.47254e+08            0 -2.47254e+08    66.883063 
      55            0 -2.4725402e+08            0 -2.4725402e+08    67.262855 
      56            0 -2.4725405e+08            0 -2.4725405e+08    67.578598 
      57            0 -2.4725407e+08            0 -2.4725407e+08    67.862897 
      58            0 -2.472541e+08            0 -2.472541e+08    68.164482 
      59            0 -2.4725412e+08            0 -2.4725412e+08    68.462468 
      60            0 -2.4725413e+08            0 -2.4725413e+08    68.733295 
      61            0 -2.4725415e+08            0 -2.4725415e+08    68.996308 
      62            0 -2.4725417e+08            0 -2.4725417e+08     69.21403 
      63            0 -2.4725419e+08            0 -2.4725419e+08    69.407425 
      64            0 -2.472542e+08            0 -2.472542e+08    69.633552 
      65            0 -2.4725422e+08            0 -2.4725422e+08    69.924462 
      66            0 -2.4725423e+08            0 -2.4725423e+08    70.155541 
      67            0 -2.4725424e+08            0 -2.4725424e+08    70.290146 
      68            0 -2.4725425e+08            0 -2.4725425e+08    70.402668 
      69            0 -2.4725426e+08            0 -2.4725426e+08    70.508504 
      70            0 -2.4725428e+08            0 -2.4725428e+08    70.680853 
      71            0 -2.4725429e+08            0 -2.4725429e+08    70.827927 
      72            0 -2.472543e+08            0 -2.472543e+08    71.031247 
      73            0 -2.4725432e+08            0 -2.4725432e+08    71.201262 
      74            0 -2.4725433e+08            0 -2.4725433e+08    71.268398 
      75            0 -2.4725435e+08            0 -2.4725435e+08     71.33264 
      76            0 -2.4725436e+08            0 -2.4725436e+08    71.445479 
      77            0 -2.4725438e+08            0 -2.4725438e+08    71.576096 
      78            0 -2.4725439e+08            0 -2.4725439e+08    71.657734 
      79            0 -2.472544e+08            0 -2.472544e+08    71.578269 
      80            0 -2.4725442e+08            0 -2.4725442e+08    71.472199 
      81            0 -2.4725443e+08            0 -2.4725443e+08    71.500454 
      82            0 -2.4725444e+08            0 -2.4725444e+08    71.530409 
      83            0 -2.4725445e+08            0 -2.4725445e+08    71.491199 
      84            0 -2.4725447e+08            0 -2.4725447e+08    71.407084 
      85            0 -2.4725448e+08            0 -2.4725448e+08    71.347054 
      86            0 -2.4725449e+08            0 -2.4725449e+08    71.341224 
      87            0 -2.472545e+08            0 -2.472545e+08    71.348319 
      88            0 -2.4725451e+08            0 -2.4725451e+08    71.353883 
      89            0 -2.4725452e+08            0 -2.4725452e+08    71.347673 
      90            0 -2.4725452e+08            0 -2.4725452e+08    71.338083 
      91            0 -2.4725453e+08            0 -2.4725453e+08    71.327853 
      92            0 -2.4725454e+08            0 -2.4725454e+08    71.307478 
      93            0 -2.4725454e+08            0 -2.4725454e+08    71.276253 
      94            0 -2.4725455e+08            0 -2.4725455e+08    71.235462 
      95            0 -2.4725456e+08            0 -2.4725456e+08    71.179954 
      96            0 -2.4725456e+08            0 -2.4725456e+08    71.179626 
